Sl.no.,company_name,financial_health_revenue_growth,financial_health_profit_margins,financial_health_cash_flow,financial_health_debt_levels,financial_health_liquidity,market_position_market_share,market_position_competitive_advantage,market_position_brand_recognition,operational_efficiency_productivity,operational_efficiency_supply_chain_efficiency,operational_efficiency_cost_management,management_leadership_experience,management_leadership_vision_strategy,management_leadership_corporate_governance,customer_metrics_customer_satisfaction,customer_metrics_customer_retention,customer_metrics_market_reach,innovation_growth_RnD_investment,innovation_growth_product_pipeline,innovation_growth_scalability,human_resources_employee_satisfaction,human_resources_talent_acquisition,human_resources_training_development,risk_management_operational_risks,risk_management_compliance,risk_management_insurance,sustainability_social_environmental_impact,sustainability_social_social_responsibility,sustainability_social_ethical_practices,technology_digitalization_IT_infrastructure,technology_digitalization_digital_presence,technology_digitalization_cybersecurity,target
244,Pioneer Holdings LLP,4.331428302,5.524483511,8.603049053,1.09928138,9.958937646,2.26722654,7.267868263,1.500449695,5.087652965,9.948972724,9.189371423,9.924619087,7.664585691,8.75659441,5.787396798,3.711081653,4.705729008,1.485393246,7.335423166,7.156223755,3.863576886,5.739780372,4.832817048,9.864440821,9.345383832,2.679074737,7.318321016,6.884241934,4.900302538,4.84687964,9.591556344,7.000804552,60.0180152
245,Pioneer Solutions Co.,1.139109549,3.089914256,7.849215918,4.745385984,8.701264845,6.601722774,7.319314866,1.06190166,4.71051755,3.09455514,7.455356883,2.472545837,7.812341606,5.293988359,3.560607638,5.170519079,3.996552223,5.648918594,5.432696686,3.388327598,3.400330876,5.063917249,2.684558034,8.326467338,1.815268218,9.052394099,7.531829879,1.854388086,7.828064962,2.020584946,2.402743308,5.244243365,77.12851017
246,Prime Services Inc. Ltd.,9.354867063,9.096171159,6.635982895,5.332097365,5.693011201,8.031896702,2.545245169,2.912025495,9.412569239,1.484474724,6.23863118,7.225998752,6.460445818,9.95107831,1.423550781,6.394874878,7.024708578,5.542655278,9.233975351,7.191665561,9.702865162,6.216498093,7.959736361,2.481892194,2.020846841,3.236824018,7.068129055,3.86966628,1.878212526,4.903543564,2.703138423,8.012846033,72.01094865
247,Pioneer Works Pvt. Ltd.,4.853657335,4.455020992,2.181203899,1.172730491,1.572768184,6.204685595,5.501014769,6.971712345,3.257911899,2.708877962,8.180242132,7.068642163,2.501086017,7.112545296,7.016920256,2.541460696,2.945222311,2.345943867,5.402768662,8.132110022,2.440666949,8.894394103,5.26935376,1.050347403,1.29856742,1.821779898,4.02470549,9.93533016,1.362202936,5.115698182,8.272132742,6.768741917,69.50566067
248,Prime Industries Inc.,9.699893371,5.89197575,1.292735615,3.338318879,8.482361629,2.322664386,4.707622855,4.7007774,2.08402606,1.350620617,8.779296398,9.819599026,8.176784985,1.666674165,8.764936997,7.674740368,6.317847307,1.934554475,5.052386741,3.761148548,8.085932537,8.809726511,4.160293215,1.385049414,1.940568064,7.750136613,2.527992458,7.105840003,7.779127729,5.958497745,3.34747972,1.545493214,83.62835975
249,Modern Enterprises Inc.,9.672579794,9.158248999,9.28763063,7.842608408,6.390806574,8.300113929,8.834742696,4.621656334,6.260888019,4.526298052,5.111992646,9.870406606,7.481002002,9.935489185,2.46612389,3.723763066,9.218853656,2.112152415,2.794427371,1.324336397,9.857484635,5.059684646,4.249896766,3.196571059,2.884778351,2.580539809,6.226849828,7.570676499,4.828197469,1.950244416,8.193043957,1.860972278,84.5253316
250,Supreme Systems Co.,8.677085099,6.618141963,6.549852831,2.233987352,2.034396974,6.723592364,6.682770291,8.961281994,9.723896311,8.22161606,5.275975284,7.180107506,1.775221944,4.671048131,8.311722919,6.961346739,8.18022135,1.909254218,3.768895786,9.395012122,1.179113354,1.138296257,8.669927861,2.028621573,9.73068957,4.347063996,5.353124012,2.91625557,9.959943383,9.922616767,3.443801346,1.341252497,52.2960028
251,Modern Services Inc.,3.650040029,2.052082366,8.168835619,5.817791183,1.844715563,4.493491355,5.792536598,9.060065633,4.400552924,4.071200048,4.474458421,3.192533128,5.174288422,3.586622805,8.680561602,2.424547456,9.293119626,6.48737376,1.381010433,4.106618545,7.291246726,4.837994251,5.983965589,5.800043034,7.010742,1.254564355,7.559507324,1.709038639,1.875287943,3.197231387,1.298688672,5.111346936,66.93722471
252,Global Industries Inc. Ltd.,4.465879557,9.458489113,5.333701164,2.936816848,9.186641375,7.06717266,2.03855178,9.182577376,1.558330873,4.997650662,9.70035526,8.187002543,2.565796596,6.020912652,9.229063984,7.193058933,9.806553702,2.768343872,6.701817643,1.95833587,3.27620625,6.455741837,7.46081066,8.721957005,8.00697723,2.233611483,4.972240708,3.492115208,8.700649134,2.786971632,5.653132515,8.432680909,70.58822751
253,Innovative Industries LLP,8.660230044,6.649372478,2.055773701,1.109086972,7.022802366,3.339144813,6.450741004,3.824902689,4.053747406,7.080280962,7.274496289,1.963262208,4.037293411,3.738768326,3.387565802,2.153692655,1.096031143,3.26287137,3.236821695,5.426711843,1.364390419,6.019882832,9.073346646,7.630751988,7.985254633,2.558832677,4.047757252,3.240085467,5.31984759,5.74122627,2.770177907,3.817748524,54.84460806
254,Elite Holdings Ltd.,3.852298046,4.014150532,2.12667213,3.170813118,8.463581194,4.106729876,2.054835151,7.219502315,5.553384889,5.580046631,1.749007596,8.026293738,1.16272983,1.778117564,9.135577587,4.828208466,6.604671487,2.562149297,3.73739729,7.916210161,4.626006211,6.862024952,9.115675084,2.940481568,5.815663748,1.48969115,3.641307196,3.110896907,8.44435176,5.834873615,7.820616636,4.457441648,61.79504333
255,Tech Services Inc.,2.52543472,2.253448654,7.170087585,9.782863794,8.910810103,9.257372588,4.03485918,3.444698631,2.45730706,8.753011174,8.76663661,9.191765117,4.602968816,1.012855088,3.885964793,3.224854664,4.71555458,9.62051774,7.937330695,2.994825832,9.416960292,2.386681592,3.956581489,4.593693304,8.177400799,6.90991261,2.90323288,2.734788897,8.35414554,4.95838664,6.770796699,9.185293975,52.58208986
256,Global Group Inc. Ltd.,6.011211362,8.146226703,4.872753054,8.213834007,6.145951168,3.614540551,2.285577683,2.715488498,6.922919963,8.794321075,5.325039468,4.445500553,5.94889229,5.046250176,5.971042121,7.735377245,8.738690413,8.691557168,3.944990648,3.425410451,1.105885849,6.818815889,9.572061368,5.571047886,6.362267792,8.533070162,3.391717386,6.172801216,9.243928012,7.947029317,9.312424012,8.532131008,99.81210493
257,Prime Solutions Pvt. Ltd.,9.425392967,6.580654803,2.80472254,9.636189799,5.657017166,5.229894413,7.228662823,2.661692116,9.979744501,1.089196259,1.618785158,6.675717655,6.576243335,8.5317708,1.454567237,3.358315041,3.266332318,3.074453536,3.179763028,3.184434881,6.290971227,2.643864569,1.223882938,8.291852646,3.830914878,4.359838657,1.85347395,3.952931283,3.680650102,5.649889607,8.046895215,6.985433011,86.82786015
258,Elite Group PLC,7.26426817,5.801149828,5.424350921,5.390686395,4.873846693,9.011270237,2.856269025,4.078968588,5.065655284,8.002416758,5.947455296,4.871284589,6.971413106,6.150836671,1.394929795,8.935455758,9.829265402,3.948096645,2.521519742,9.925057475,5.512568307,7.754715826,4.391520049,8.552094428,6.049990979,8.87118829,4.121713098,8.383105135,9.548194181,6.487259096,2.626983594,3.401234039,54.37250783
259,Tech Enterprises LLP,6.130550531,9.045033247,1.577880434,1.987625788,3.85251929,7.369492152,4.526734359,4.869618578,4.192557011,5.146602402,4.754478511,4.939885495,8.526621818,9.99286569,7.483358915,9.026381903,6.523371726,2.889035581,7.97372562,2.776633604,8.860457479,4.051788519,9.062189718,9.187464807,5.801577275,2.920119171,1.329128311,2.655526761,2.365002643,7.513717469,8.20142413,2.053373344,51.01246899
260,Supreme Industries PLC,1.874588444,8.097374901,6.237742617,5.931635401,4.911363648,1.559829035,9.061072999,8.478542539,4.606337502,9.899564872,8.899744644,3.793338002,2.939166165,3.581619811,5.000319802,2.767971837,8.14183662,5.426883635,2.167356322,6.179681953,1.756015431,7.3890589,3.471731918,5.583207255,8.411077484,3.928513812,2.677724624,5.181643638,1.737718998,1.225225914,6.775633403,1.144529404,85.96439001
261,Elite Services Corp.,6.53506504,2.365073918,3.42094064,5.089396011,7.964916902,2.325727399,2.838847451,2.079019841,2.036315606,5.349088683,2.835951432,7.859166584,2.084336402,3.524095583,3.306631378,6.524613505,1.770395975,1.176494792,5.083783842,9.327381775,7.133734269,1.43079039,3.457733053,7.248472718,9.835544956,2.356632937,7.720934002,1.122920528,4.884539656,6.135797643,7.020564776,1.963096053,71.95960828
262,Prime Holdings Co.,9.910484651,3.80549861,8.178031906,8.599213745,6.417310879,1.070574317,5.570245576,7.614332627,8.949462413,9.882063508,8.438181485,9.425589077,8.663834547,2.437745142,2.713721464,1.789458775,2.651120963,7.04231208,5.562371045,2.32206912,7.120987286,4.67074023,3.723600566,2.006203341,4.699383089,6.585032759,3.929220898,5.335140902,8.454906718,8.957750241,8.490365974,3.633367993,89.33983545
263,Elite Industries Inc.,2.260756137,3.236402258,3.79325763,1.882743227,9.03270961,6.678296112,4.77344495,5.783094228,4.7334309,7.791124251,6.019198221,9.466757733,2.409515334,2.476572294,7.029581418,4.523833896,7.825633057,5.708423348,7.186509214,9.737687781,7.021720152,7.3453107,6.510820464,6.08760064,7.870516106,4.778826318,7.014133153,1.502543988,5.260790176,1.156498686,6.164416623,5.966110572,96.17380189
264,Modern Industries Inc. Ltd.,5.664966871,7.695516633,5.096981342,5.394170233,4.990420129,5.029060829,1.163116369,3.591508084,4.485469703,3.237443962,1.491492729,2.573031564,9.772840732,3.566679364,1.003613896,7.419895566,1.197878698,9.087750355,6.699551341,9.52729511,9.481010454,3.041834647,4.944994981,3.238226285,1.897867036,6.519550122,7.45195758,9.799511607,8.463580098,4.646638934,5.194031629,1.576000745,79.96501945
265,Elite Group PLC,8.896357647,1.301791913,1.104584859,2.350437982,6.463806208,2.208473658,8.134823022,5.435376261,6.937212456,5.845554814,9.746607712,8.872692847,8.582844065,8.135560407,8.253020523,6.934809222,8.351901873,2.479534159,8.296486057,8.961147884,8.407787761,8.157583403,7.540613527,4.885451965,7.991482325,7.855074149,6.230668085,8.115329158,7.567181252,9.336047052,6.729769318,2.226050005,59.35542115
266,Supreme Solutions Inc.,7.66691756,6.129007164,1.65202199,3.922083342,6.681767978,9.62140709,1.621413157,3.699478628,4.978300788,9.929220755,5.613537197,7.636882973,5.507889453,9.151811116,1.713246455,6.622306025,1.125541168,8.236983215,1.402762905,2.931008692,1.377754536,6.677017598,9.054195783,6.706454575,4.342752208,5.911327144,9.628279672,5.41100329,2.884855475,4.178389621,3.681616861,2.629726321,89.1097018
267,Dynamic Industries Pvt. Ltd.,7.273141669,7.862128172,4.532442008,7.636213696,6.325274461,5.766937516,5.268295189,6.364737597,6.834101219,8.71777547,3.617891688,3.275536606,9.832792824,9.775784527,2.723406534,3.542867773,6.914069552,8.12764913,3.667966523,6.706495504,5.239745656,6.288055949,7.067794374,3.312873441,1.354511466,6.648673194,1.1929588,1.779286224,9.539934624,5.128559418,2.64337418,6.687838837,97.79058716
268,Prime Ventures Inc.,7.322356756,8.890890731,5.319449512,5.284163164,7.323703958,3.177039647,6.046104654,4.904595306,1.553016611,1.876302044,5.224661578,1.605561516,1.876390562,3.090606887,4.476127558,4.402224545,4.285845282,2.144630703,3.521207069,7.848023257,4.581577506,4.181939688,2.840200482,1.46966552,4.269215607,9.41725283,7.647873855,6.332008967,1.547030518,9.833872537,6.549290543,6.542108191,79.01156435
269,Dynamic Holdings Ltd.,4.235420361,4.078735738,6.400184933,4.382994566,3.136901215,5.50543214,6.65583811,2.479649762,8.323510094,7.357347971,8.720720052,3.411975402,3.727591851,8.931677911,5.363728657,1.926515302,6.503453674,4.587033017,2.31415215,9.874251354,3.79132499,5.342063233,9.394137121,1.092104708,6.495784758,3.691578786,9.629079795,7.828873756,9.084517368,2.793914731,3.104635322,5.956891537,84.09987236
270,Dynamic Group Ltd.,3.642326598,8.391315742,3.624963208,4.550286507,5.611273998,7.116582995,7.197684664,2.049247671,9.464535576,4.110216273,3.744128119,9.209874131,6.744019735,3.954295803,4.194956042,7.471205384,7.264282663,2.53137377,3.602604285,2.623814399,5.062030526,6.376143709,3.38043586,1.19943582,2.073251509,4.232475448,8.760445564,2.716455277,3.739991041,1.587296702,1.719235984,3.254512822,66.87373475
271,Elite Systems PLC,8.284250399,1.995685633,7.254836975,5.135020916,1.938023225,1.686152962,3.279451452,5.920261139,6.838888475,1.062840357,2.734087568,6.698608074,4.150061816,2.015564901,3.886409485,5.534999171,4.082276973,3.292484504,3.787887827,7.894233096,4.457747664,5.252159025,2.349048658,1.075147638,9.316310432,7.459330255,2.511034226,6.113875067,5.501332748,8.734803318,1.004987661,4.340077221,69.07638473
272,Tech Solutions LLC,8.291020552,8.618070626,8.741101575,8.065148895,4.460601949,3.472334335,1.08980899,9.1217173,9.59109336,4.631328721,2.161641222,7.489491948,9.355352968,8.83022433,9.675244109,7.378890691,1.971662033,3.369215573,5.696960157,4.049210529,4.891005099,7.284819915,1.80970551,1.993195509,1.699051719,6.501749653,3.941382756,8.327898085,4.801166854,8.816188071,6.474874613,1.870207447,86.73272489
273,Supreme Solutions Pvt. Ltd.,8.803650867,2.147397961,8.0186589,9.0287622,5.389003618,8.262689418,7.510992961,4.095619179,2.362890829,3.112789796,3.680734586,3.31437116,1.590634794,6.724950712,6.774217131,3.240491723,1.62681281,6.006127546,6.97334031,2.58063819,9.81335679,4.903272398,6.070453666,3.155398431,9.370060478,2.606796141,2.552066559,7.914229999,2.546511012,5.248700512,4.259339051,3.038145434,96.38855492
274,Supreme Enterprises PLC,9.219164973,4.575585615,1.356569428,9.598012179,6.870018336,5.136983834,5.820909394,7.597000965,5.296745705,8.369823435,8.020432783,7.4744934,5.944706489,2.482578065,1.210896598,3.919944058,6.300424203,4.702698386,4.429904623,4.792392471,1.797696773,2.820458636,2.023862162,2.990993628,7.364237661,4.38532579,6.411775274,8.226928161,4.223321798,5.62786457,7.770798736,9.079347038,81.44941936
275,Elite Solutions PLC,5.60208159,8.175658292,5.324562525,8.082130476,9.554779473,5.919194278,8.525059329,6.927952194,6.416260606,4.03597548,5.244637287,1.253093557,6.317796407,4.868481318,4.871583176,4.007938035,5.685898184,9.529595236,7.475232082,8.144523209,9.300077829,2.925404045,2.248982957,9.881169348,3.967409579,5.210542118,7.409691838,8.913910824,2.736409927,8.522257327,4.376587585,9.817225718,89.49239542
276,NextGen Works AG,5.513646652,2.349256846,1.944371606,3.838662062,6.405859599,4.89534402,8.392495266,9.383994229,6.235629827,8.447713246,3.047334433,4.377892112,6.874553114,3.585319254,8.875078298,1.231681688,7.679809082,2.137331278,4.025488047,5.183648233,5.322130421,1.05223392,3.700274325,3.754054947,4.516753129,4.774508542,3.853663924,9.439138919,2.834978279,7.647035483,5.374031034,6.828936271,58.58175087
277,Dynamic Services Ltd.,8.184656611,3.063262557,3.178405143,7.193212355,7.692345246,1.395099484,8.58993551,8.388829156,4.613156012,1.00538145,2.495664996,6.640780137,3.30099601,7.631151118,3.713105678,4.069430855,5.58761959,9.763229214,3.612553096,5.837707902,6.613680209,3.70861944,3.534877087,2.14678705,7.667284283,2.604473275,5.855559166,4.649690397,2.683511524,3.38634102,4.663764755,9.251409628,60.59795451
278,Pioneer Holdings Ltd.,6.849675377,7.500273116,9.879963339,4.938428116,5.556394535,2.491748018,5.36585194,6.09944733,4.042759684,3.77037235,3.994565289,2.31486909,4.281097848,5.080746076,1.851007103,8.229741162,4.80201211,3.075747762,5.870692503,9.956434692,8.4716467,7.740258764,6.438155593,5.910062898,6.413239908,9.319870826,7.218285131,6.118921923,5.401156423,1.152040196,6.85517312,6.784677104,76.60173434
279,NextGen Solutions Corp.,7.317701895,7.480328829,2.282459886,3.292035598,6.706936282,5.009874749,4.002655563,6.913274484,2.141416203,3.170486929,9.459319356,8.40703217,8.593124767,9.903519506,7.825462944,9.075686462,4.582784604,7.955865427,1.213447243,4.591983696,4.244167262,8.14746438,8.350707515,8.721617099,7.044786293,7.860868855,4.792058349,8.115935734,8.181382308,5.317301463,4.205252458,1.298768375,58.82770961
280,NextGen Enterprises AG,8.162134025,6.770328696,5.489993381,8.567844215,1.638389945,2.882669189,8.124023823,9.085478199,4.525682055,3.10210625,4.087240413,3.115281689,2.754484921,1.49270484,6.454124487,5.663964841,1.238022123,4.050729336,1.718102113,6.538606792,4.873797173,2.822207879,7.852146906,7.102543391,4.502481549,5.332202489,8.686139774,7.274258326,6.120730304,8.730210935,9.673908849,9.970863265,81.74975351
281,NextGen Systems Ltd.,9.010048076,7.245536,6.563401609,1.345837141,3.289524228,1.449811258,5.061647017,4.595669061,2.463947336,1.613679578,9.893116684,6.870530015,8.441810625,4.195137395,6.13281257,5.099515257,4.020014815,2.287732559,4.761725892,4.287197815,4.685666323,9.631395972,3.362360092,3.664738802,5.390321336,7.120549255,7.943949418,9.959682054,9.038859297,9.06251209,9.425322879,1.890570715,64.58265927
282,Modern Services Corp.,4.041956412,5.88451999,7.322184735,9.115857929,4.256677839,8.592846976,2.650979768,3.941152353,7.609291088,2.684118434,5.367074102,4.646774283,6.063898806,5.337101504,1.482189036,1.277421568,9.784181418,8.721002667,9.486214403,4.535070817,4.372579203,5.521625141,3.207794482,6.054545438,9.908807356,9.075544049,1.581989895,1.12309886,6.728900397,9.606035774,8.632251124,7.143776213,89.57663093
283,Innovative Services AG,4.380246574,3.26619153,6.036838151,5.153297182,5.252440195,9.830732762,8.694766176,1.097299753,2.879478419,5.999946129,2.612475265,6.364392359,7.859687601,5.528201993,2.264491088,8.912839038,8.862000186,3.779748093,7.493606019,7.260766781,9.329763895,9.252808741,9.692123771,7.433703768,2.925305834,2.225567281,6.590127692,4.196198938,7.204061041,8.916069139,9.282702435,3.275525828,90.40551733
284,Dynamic Services Inc. Ltd.,1.845837459,4.111263942,1.087937627,6.734813291,1.41083871,8.138285866,8.943038891,8.438959668,1.527087748,3.622249656,9.020260826,1.967054974,7.422466296,3.843422401,6.602944566,1.117091921,3.964402603,6.929698638,1.793139126,9.440982785,8.460369021,7.360887537,1.074126174,7.552940431,4.760705679,3.253357456,3.117929959,3.529251336,7.008465068,6.220391998,5.042257196,4.527830016,73.18937279
285,Global Works Ltd.,6.204521269,2.634379451,3.938151774,6.9341853,2.260216878,8.684064295,5.196787805,8.208826304,5.97129524,4.756553041,5.143198358,1.152215199,2.867603458,7.563162242,2.870414573,9.502750722,6.290158646,6.097993166,8.616862115,5.881230554,1.980999909,7.501900807,8.917484798,6.998846098,3.626408688,5.884311225,6.017664382,3.360842651,5.045132739,5.001450393,5.827873571,6.813407663,59.04053175
286,Innovative Industries Inc.,1.323480464,9.176055052,5.65940479,9.056059666,3.49132877,3.177794173,1.681297546,1.940090663,6.357067594,4.391801923,7.387042092,9.186079846,6.119314628,8.872723661,5.536630718,5.402946238,8.62567071,5.245806785,7.590706935,7.915599361,1.973110172,1.765392592,2.797556672,8.837293823,7.886003594,8.191093342,9.611995984,3.002768042,7.2040494,7.973648619,7.678833333,4.928386144,82.33874805
287,Modern Group Pvt. Ltd.,5.190382163,6.250526153,1.790798492,6.73002714,9.743794218,9.64564278,4.490434809,6.19171643,8.847217552,8.883144325,9.853404249,3.426670079,8.809508375,9.448473718,5.903935174,4.077410442,4.971469031,5.462375254,6.498518731,1.802859029,4.850825634,2.979920142,9.525558908,8.830949125,7.876113631,1.326294059,8.911558041,7.382114567,1.627369718,7.658394709,7.265313324,3.25491453,99.63935091
288,Tech Consulting Inc. Ltd.,5.883801712,4.607662751,4.155642381,6.525402263,3.982123064,2.77233134,8.231838935,5.175835284,6.192834512,9.147690991,1.451578153,8.377093025,4.889046131,8.245840391,3.551564712,9.317965914,1.161620774,7.590141227,8.382636645,2.900422337,1.887916391,1.0793335,4.080765563,6.210429035,3.632009149,9.856163352,4.640647628,1.762835259,8.738663247,5.843290871,9.01610736,4.010015682,81.1295449
289,Global Group Pvt. Ltd.,3.578871269,5.158052233,1.298827979,1.599868365,5.338369523,9.562868293,9.115966257,2.06838186,4.109327684,5.436612745,1.870251038,9.994152704,9.699316932,8.655221776,9.5358264,1.219518938,1.670594156,1.789956227,4.63698863,5.519184768,6.571837857,7.445148764,4.963165965,4.868707322,1.73251285,5.094159426,3.623624725,7.674479505,8.000309291,1.785946353,7.446979245,4.073933052,51.78873454
290,Innovative Works AG,6.317499345,9.525550057,1.707206474,5.665672198,2.764879415,9.953373646,2.831254682,9.825114044,8.227106934,3.971403553,7.484110673,2.902881322,5.069935901,5.954907706,8.582176962,6.232824054,5.593534492,7.013625958,2.993509458,1.180105513,2.293224465,4.099944596,7.364085525,6.77413266,1.10289409,4.233080266,3.1096517,7.240832578,3.207069624,9.334732121,9.980962374,9.633915141,50.86469879
291,Pioneer Systems Inc.,1.274502249,2.380162628,4.572309486,2.351521007,6.49702064,7.405505252,1.602762508,2.932262987,5.862510039,1.961206336,3.53642503,3.386536671,2.28507073,8.432994038,7.501361569,5.94039272,9.724954381,9.062308913,5.608210502,3.275694809,5.701359376,8.079872645,6.289021463,8.363908012,4.847054799,3.634519941,5.792633828,3.257237193,7.912292088,5.100422838,4.136552198,8.187517143,66.01809852
292,Tech Solutions LLC,1.336133699,6.276068488,2.194441786,7.636903918,3.52614894,9.830293586,8.896154078,1.605107621,1.713522562,9.580625914,2.658712573,6.965738089,4.504912121,3.731535182,1.701944798,2.973883611,7.23888588,1.520093773,5.9395758,5.656611608,1.064979523,4.050425979,3.861453967,1.050868944,4.693038349,2.569210369,2.028236079,3.275504048,1.113783413,4.270004037,8.49697968,5.126938943,59.78919034
293,Prime Works Corp.,8.403405046,5.55299811,6.107867634,5.609997287,2.862933206,6.125858016,4.504644451,6.353626416,6.092655043,1.542042504,1.354256918,9.689037711,9.565321658,4.586308859,1.955170174,4.859986882,1.638245723,2.265880053,5.844937348,1.134650784,3.849367136,8.374003771,5.984478243,9.927973081,9.895508908,8.12416518,5.943475073,6.659745268,2.955219152,6.666106557,7.278713405,2.798388283,90.65256036
294,Elite Works Inc. Ltd.,4.241715773,6.503088119,7.205184722,7.122050013,5.649153656,3.335876049,5.875848678,7.649800094,9.172166909,3.678852498,1.196620408,9.242329134,3.877487644,3.852217124,5.435032113,6.870376053,2.704247882,7.44968743,6.085664123,3.380916576,7.094716513,2.176284284,7.576361959,2.646043951,5.228218681,9.598727483,1.012002755,7.859539949,1.586235148,7.064541651,7.222478007,8.299144992,92.24028335
295,Dynamic Industries LLC,2.143544614,1.162991654,8.205280292,1.375056105,1.049552192,4.932962971,9.712592308,1.291991014,4.566813629,3.682595811,7.970370428,5.525879681,8.812883439,5.206486019,2.446420143,7.544180772,7.941908289,4.935534834,9.538344264,5.626277375,5.356350462,2.560358411,1.381014513,5.232240871,3.307765326,4.722802794,3.914646677,8.888370518,8.02204225,2.896191253,3.932520354,2.414642244,62.93093857
296,Supreme Solutions LLP,5.70018934,8.84911518,2.801352198,1.763128144,1.068976294,6.342048418,1.599082551,6.928458749,3.666932217,3.883611575,2.209900846,8.155992543,8.931256135,3.570216546,9.804389172,1.006451728,8.57295784,4.631937587,9.120210608,6.158343232,9.804425374,4.067888856,1.100793747,8.848267614,9.021064969,9.571786253,2.979408824,8.669256075,7.802867361,8.532449603,8.070416132,2.894159954,66.28223885
297,Pioneer Group PLC,7.929941978,9.389064542,2.50734324,7.446910493,2.971619282,1.657734058,6.834862067,5.790626884,2.291225113,2.478581589,5.209485544,2.221712678,4.151678719,9.65450298,2.426682106,9.431680871,6.559251276,2.232699711,8.881453329,9.331765237,8.866934165,4.6763865,5.122602452,3.025363591,5.419611547,8.414178539,9.74096911,9.683946947,8.322724214,3.609433843,9.103384201,4.294120527,61.81234839
298,NextGen Works Corp.,2.942389247,6.086198652,1.941110563,1.648759024,1.330492263,6.601089382,1.666948803,1.92938508,2.363009697,8.048452878,6.453071337,9.796943658,1.749318922,3.815601652,5.387210519,2.480728352,6.799808527,5.560930366,8.212751298,6.808110609,4.231637011,4.138325298,2.18652956,5.291157015,6.392580717,5.329460147,7.545180876,6.232464058,1.04033524,2.680155333,2.966936154,8.923133763,95.41912737
299,Global Systems LLC,6.606014282,7.269857415,6.727872246,1.64131055,1.972231787,9.830600531,4.379220356,2.552714893,4.894943359,2.102480758,4.855166205,9.679179106,7.521021182,1.882400843,4.277089512,3.102223908,1.255037053,2.138907801,9.490852965,4.732622223,1.409378873,7.872823293,6.979098623,2.193239622,1.861018394,7.066235612,4.146880424,9.177900052,5.51109454,4.657598676,6.629471534,2.186080018,75.13246673
300,Pioneer Industries Inc. Ltd.,1.768127185,9.302494431,7.358281538,1.108976277,4.049745844,2.710968848,8.234330907,6.111768676,6.361118417,6.714159932,1.243959871,2.473560621,3.803610691,5.741354494,6.754477793,3.371261011,8.456772336,5.289584107,1.886451775,9.373160594,8.610636701,1.872562534,2.926472106,4.555686928,4.446247666,4.914857613,1.835605779,8.276619459,7.343525778,7.575040728,4.529213462,2.100107736,82.8068522
301,Modern Industries LLP,1.465135491,7.365147709,1.284275303,9.608512585,8.223271116,8.133356047,4.901250095,3.667218522,1.725538647,2.11461424,8.051513523,3.694808123,8.046312528,1.513891706,2.16132768,1.340381229,8.094476874,7.872537691,3.386109353,8.06394685,9.201108793,4.160953177,4.895659961,2.594219093,9.49801307,6.028510674,5.651205352,9.052008619,2.398610159,9.689123606,9.905933074,5.445774895,70.77410433
302,Supreme Holdings Corp.,5.782191684,2.372851386,9.425910216,7.637575235,6.14843779,9.171089144,9.974641185,9.444841558,9.456117301,1.634820738,1.094619021,1.901394978,4.983893634,1.994888497,4.872847852,2.107469112,3.331316297,3.324379221,5.455503511,2.80008029,8.385646541,8.535159996,2.779038432,4.272649739,6.305548458,1.522417033,2.921030932,1.104639412,6.848116548,8.283531379,5.309495342,3.48769487,81.55070968
303,Modern Ventures LLP,5.865716094,6.186595242,1.467741553,4.179262677,5.614009534,9.493314335,6.031533565,8.368662065,7.796202557,9.184865533,7.857009049,3.44545839,5.367400681,2.974504503,3.472345295,9.877149306,7.37809048,5.327075514,8.618810438,2.177581252,2.151549468,1.601173695,5.936352272,4.361177951,4.100516696,7.266371278,5.827865913,9.693126927,1.756990894,9.463135399,3.054881564,6.118551475,69.29276884
304,Innovative Works Inc.,6.736869113,6.460435417,5.871667018,3.668820232,3.641399409,9.64122044,3.890459374,9.852104859,6.279615265,2.711158897,9.039740444,8.343602105,8.001184661,5.179152249,8.989763722,3.836950636,2.933691458,9.928143725,5.546491404,7.082304722,9.98123621,9.481091569,2.044481134,9.938537106,6.631004626,1.4754218,8.518261188,5.261771466,2.631932705,2.265452237,4.436718627,5.064730162,66.98392189
305,Pioneer Group LLC,7.534822004,4.817176042,7.381544675,4.147329068,9.385783475,5.693136748,2.981001933,3.337037551,8.455948038,8.391251391,4.89555929,4.404840464,4.44126998,4.899258391,1.365271409,2.037709813,1.362971449,7.17985381,7.732312654,6.03894849,3.327257994,9.87685158,1.207961675,9.953317264,9.193699806,8.353764522,6.542132969,8.183646906,5.282171335,1.64059119,6.884545508,4.914631957,81.72400366
306,NextGen Enterprises LLC,9.782668715,7.627998121,8.838722114,7.971881781,4.573135371,9.795771172,4.154684809,9.727512695,1.721680811,5.90167784,5.819882258,1.795572704,4.988146108,8.197226758,9.223547446,1.962921351,2.810228883,8.572210942,2.250639147,8.107062524,7.517844215,1.797113564,1.460184743,2.033076508,3.465915404,8.424522365,6.704095776,2.144837074,6.882086374,6.019342857,1.684804342,2.007756734,79.5531039
